id,team,position,first_name,second_name,web_name,known_name,team_join_date,birth_date,total_points,bonus,bps,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,points_per_game,points_per_game_rank,points_per_game_rank_type,saves_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
133,Brentford,MID,Myles,Peart-Harris,Peart-Harris,,2021-07-23,2002-09-18,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.0,484,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679,256,675,259,654,250,681,258
134,Brentford,MID,Ryan,Trevitt,Trevitt,,2024-01-08,2003-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,759,319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757,318,750,317,737,314,757,318
136,Brentford,FWD,Igor Thiago,Nascimento Rodrigues,Thiago,Igor Thiago,2024-07-01,2001-06-26,181,22,710,3282,37,22,1,10,50,0,0,1,7,0,0,84,93,37,214,20.60,1.83,22.43,53.17,4.8,17,4,0.0,1.37,1.01,0.27,5.87,0.56,0.05,0.61,1.46,1019.4,382.5,1170.0,256.9,5,2,103,5,3,3,6,2
137,Brentford,FWD,Iwan,Morgan,Morgan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,694,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687,72,682,71,663,70,689,72
748,Brentford,MID,Josh,Dasilva,Dasilva,,2025-10-23,1998-10-23,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.08,0.00,0.08,0.05,1.0,507,231,0.0,0.0,0.0,0.0,45.0,3.6,0.0,3.6,2.25,0.4,11.3,4.0,1.6,524,238,434,214,449,220,496,225
797,Brentford,FWD,Kaye,Furo,Furo,,2026-01-11,2007-02-06,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.02,1.0,499,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,759,81,752,80,739,80,759,81
810,Brentford,MID,Luka,Bentt,Bentt,,2026-01-31,2007-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,740,303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,301,731,301,715,296,738,302
819,Brentford,DEF,Ollie,Shield,Shield,,2026-02-15,2006-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,618,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607,224,598,223,567,219,610,224
823,Brentford,DEF,Joshua,Stephenson,Stephenson,,2025-08-01,2007-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,653,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,251,635,250,606,248,646,251
824,Brentford,DEF,Conor,McManus,McManus,,2024-07-19,2004-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,638,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628,238,620,237,590,234,631,238
826,Brentford,MID,Riley,Owen,Owen,,2024-07-19,2005-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,736,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731,296,726,297,709,291,732,297
138,Brighton,GKP,Jason,Steele,Steele,,2018-07-01,1990-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,658,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648,91,641,82,612,67,651,91
139,Brighton,GKP,Bart,Verbruggen,Verbruggen,,2023-07-03,2002-08-18,130,6,616,3420,38,0,0,10,46,1,1,0,3,0,106,32,332,1,0,0.00,0.06,0.06,49.06,3.4,126,16,2.79,1.21,1.0,0.26,0.0,0.0,0.0,0.0,1.29,935.0,10.0,0.0,94.7,9,2,444,14,768,83,164,2
140,Brighton,GKP,Tom,McGill,McGill,,2021-02-02,2000-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,567,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556,52,541,35,510,20,559,52
141,Brighton,GKP,Carl,Rushworth,Rushworth,,2023-07-01,2001-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,611,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,77,591,66,560,51,603,77
142,Brighton,GKP,Kjell,Scherpen,Scherpen,,2021-07-16,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,601,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590,70,581,59,550,44,593,70
143,Brighton,DEF,Olivier,Boscagli,Boscagli,,2025-07-02,1997-11-18,39,4,171,799,9,0,1,3,10,0,0,0,2,0,0,62,54,16,78,0.05,0.47,0.52,10.87,3.2,159,57,0.0,1.13,1.01,0.34,8.79,0.01,0.05,0.06,1.22,215.6,82.2,12.0,31.1,299,119,322,106,421,157,366,126
144,Brighton,DEF,Diego,Coppola,Coppola,,2025-06-17,2003-12-28,10,0,32,193,2,0,0,1,3,0,0,0,2,0,0,16,6,2,18,0.00,0.01,0.01,4.52,2.0,344,127,0.0,1.4,0.93,0.47,8.39,0.0,0.0,0.0,2.11,42.4,3.7,2.0,4.8,438,161,468,168,457,172,466,167
145,Brighton,DEF,Maxim,De Cuyper,De Cuyper,,2025-07-05,2000-12-22,84,9,318,1404,17,2,3,5,23,0,0,0,2,0,0,42,68,22,64,1.66,4.08,5.74,24.09,2.8,216,84,0.0,1.47,1.09,0.32,4.1,0.11,0.26,0.37,1.54,327.8,516.6,154.0,99.9,227,90,55,7,232,60,149,46
146,Brighton,DEF,Lewis,Dunk,Dunk,,2009-07-01,1991-11-21,100,5,443,2837,31,1,1,7,40,0,0,0,10,0,0,196,135,35,231,1.83,0.56,2.39,41.90,3.0,192,76,0.0,1.27,0.98,0.22,7.33,0.06,0.02,0.08,1.33,649.6,125.5,210.0,98.7,68,30,277,79,171,40,153,50
147,Brighton,DEF,Pervis,Estupiñán Tenorio,Estupiñan,,2022-07-16,1998-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,709,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703,260,698,260,679,259,705,260
148,Brighton,DEF,Ferdi,Kadıoğlu,F.Kadıoğlu,,2024-08-27,1999-10-07,118,7,514,3130,34,1,2,10,41,0,0,0,6,0,0,113,130,57,170,2.06,3.31,5.37,44.61,3.2,162,60,0.0,1.18,0.98,0.29,4.89,0.06,0.1,0.16,1.28,505.0,444.8,284.0,123.7,131,57,74,17,123,21,94,22
149,Brighton,DEF,Igor Julio,dos Santos de Paulo,Igor,Igor Julio,2023-07-26,1998-02-07,6,0,10,103,1,0,0,0,3,0,0,0,0,0,0,13,3,0,13,0.00,0.00,0.00,4.66,1.5,422,154,0.0,2.62,0.87,0.0,11.36,0.0,0.0,0.0,4.07,25.8,10.6,0.0,3.6,456,166,436,159,682,261,475,170
150,Brighton,DEF,Tariq,Lamptey,Lamptey,,2020-01-31,2000-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,685,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676,259,672,259,651,258,678,259
151,Brighton,DEF,Jan Paul,van Hecke,Van Hecke,,2020-09-10,2000-06-08,148,8,575,3210,36,3,3,10,44,1,0,0,9,0,0,264,113,53,317,3.31,1.57,4.87,46.27,4.1,49,17,0.0,1.23,1.01,0.28,8.89,0.09,0.04,0.13,1.3,980.6,240.4,295.0,152.0,7,4,172,44,117,19,57,9
152,Brighton,DEF,Joël,Veltman,Veltman,,2020-07-29,1992-01-15,46,1,176,1047,9,1,0,2,13,0,0,0,5,0,0,68,40,31,99,1.15,0.20,1.35,17.27,1.9,360,134,0.0,1.12,0.77,0.17,8.51,0.1,0.02,0.12,1.48,247.0,80.5,68.0,39.6,279,110,326,109,329,107,339,114
153,Brighton,DEF,Adam,Webster,Webster,,2019-08-03,1995-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,683,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674,258,669,258,648,257,676,258
154,Brighton,DEF,Eiran,Cashin,Cashin,,2025-01-31,2001-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,604,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593,218,584,217,553,213,596,218
155,Brighton,DEF,Jacob,Slater,Slater,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,640,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,239,622,238,592,235,633,239
156,Brighton,DEF,Charlie,Tasker,Tasker,,2025-03-28,2006-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,555,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544,198,526,197,494,192,547,198
157,Brighton,MID,Mitoma,Kaoru,Mitoma,,2021-08-09,1997-05-20,62,2,247,1714,19,3,1,5,20,0,0,0,5,0,0,27,62,18,107,4.04,2.74,6.78,23.76,2.5,283,116,0.0,1.05,1.0,0.26,5.62,0.21,0.14,0.35,1.25,288.4,422.3,416.0,112.3,253,108,78,57,72,42,118,67
158,Brighton,MID,Georginio,Rutter,Georginio,,2024-08-19,2002-04-20,87,2,290,1776,20,3,5,7,20,1,0,0,2,0,0,38,61,32,131,2.90,2.90,5.80,21.59,2.7,247,100,0.0,1.01,1.01,0.35,6.64,0.15,0.15,0.3,1.09,338.6,349.5,448.0,113.5,218,89,117,82,61,35,114,64
159,Brighton,MID,Solly,March,March,,2012-07-01,1994-07-20,4,0,18,38,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5,0.04,0.02,0.06,0.58,1.0,520,242,0.0,2.37,0.0,0.0,11.84,0.09,0.05,0.14,1.37,7.4,2.2,23.0,3.2,486,217,477,228,395,198,478,214
160,Brighton,MID,Yankuba,Minteh,Minteh,,2024-07-01,2004-07-22,117,9,466,2389,26,3,8,11,33,0,0,0,3,0,0,33,96,56,185,3.81,5.06,8.87,34.09,3.4,138,59,0.0,1.24,0.98,0.41,6.97,0.14,0.19,0.33,1.28,491.8,691.4,617.0,180.3,135,46,28,26,32,16,33,26
161,Brighton,MID,Julio,Enciso Espínola,Enciso,,2022-06-17,2004-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,826,368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826,368,826,368,825,368,826,368
162,Brighton,MID,Brajan,Gruda,Gruda,,2024-08-14,2004-05-31,35,2,114,708,8,1,1,2,11,0,0,0,2,0,0,4,40,14,58,1.86,0.88,2.74,13.82,1.9,366,157,0.0,1.4,1.02,0.25,7.37,0.24,0.11,0.35,1.76,134.4,217.1,152.0,50.0,363,164,186,123,234,128,304,152
163,Brighton,MID,Jack,Hinshelwood,Hinshelwood,,2022-12-30,2005-04-11,91,2,317,1736,20,4,5,7,23,1,0,0,0,0,0,35,61,18,114,4.94,2.34,7.28,27.83,3.4,133,56,0.0,1.19,1.04,0.36,5.91,0.26,0.12,0.38,1.44,312.6,228.0,412.0,94.8,236,99,181,118,73,43,163,84
164,Brighton,MID,Matt,O'Riley,O'Riley,,2024-08-26,2000-11-21,16,2,48,202,2,1,0,1,3,0,0,0,0,0,0,3,2,5,10,1.21,0.18,1.39,2.53,2.7,246,99,0.0,1.34,0.89,0.45,4.46,0.54,0.08,0.62,1.13,65.4,67.7,63.0,19.6,422,181,340,182,333,173,396,182
165,Brighton,MID,Abdallah,Sima,Sima,,2021-08-30,2001-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,827,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827,369,827,369,826,369,827,369
166,Brighton,MID,Yasin,Ayari,Ayari,,2023-01-30,2003-10-06,98,7,406,1921,20,3,4,6,24,0,0,0,1,0,0,54,124,47,225,2.70,1.15,3.85,26.85,3.4,128,53,0.0,1.12,0.94,0.28,10.54,0.13,0.05,0.18,1.26,359.8,251.3,231.0,84.5,206,80,166,109,156,85,191,92
167,Brighton,MID,Carlos,Baleba,Baleba,,2023-08-29,2004-01-03,56,0,231,1646,23,0,0,7,19,0,0,0,5,0,0,67,105,37,209,0.78,0.72,1.50,20.40,1.8,380,162,0.0,1.04,1.26,0.38,11.43,0.04,0.04,0.08,1.12,166.8,156.3,44.0,36.8,333,148,244,155,352,182,346,165
169,Brighton,MID,Diego,Gómez Amarilla,Gomez,,2025-01-01,2003-03-27,97,9,361,2117,26,5,1,8,29,0,0,0,9,0,0,49,112,77,238,6.24,1.72,7.96,29.35,3.0,197,76,0.0,1.23,1.11,0.34,10.12,0.27,0.07,0.34,1.25,438.2,319.7,432.0,119.0,158,56,132,91,68,40,104,59
170,Brighton,MID,James,Milner,Milner,,2023-07-01,1986-01-04,35,0,158,772,7,1,1,2,17,0,0,0,2,0,0,25,40,15,80,1.03,0.66,1.69,12.82,1.8,382,163,0.0,1.98,0.82,0.23,9.33,0.12,0.08,0.2,1.49,139.0,151.4,59.0,34.7,360,162,252,159,338,176,353,170
171,Brighton,MID,Jeremy,Sarmiento Morante,Sarmiento,,2021-09-21,2002-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,798,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,349,794,349,791,348,798,349
172,Brighton,MID,Tom,Watson,Watson,,2025-06-01,2006-04-08,5,0,15,57,0,0,0,0,2,0,0,0,1,0,0,0,4,1,5,0.04,0.03,0.07,1.72,0.8,533,247,0.0,3.16,0.0,0.0,7.89,0.06,0.05,0.11,2.72,6.0,2.4,7.0,1.6,492,220,476,227,438,211,495,224
173,Brighton,MID,Mats,Wieffer,Wieffer,,2024-07-06,1999-11-16,94,6,398,1901,23,2,4,6,26,0,0,0,8,0,0,101,102,66,269,1.92,1.86,3.78,23.95,3.6,98,45,0.0,1.23,1.09,0.28,12.74,0.09,0.09,0.18,1.13,477.0,291.1,209.0,97.7,142,50,151,99,174,94,157,81
174,Brighton,MID,Malick,Yalcouyé,Yalcouye,,2024-07-12,2005-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,817,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817,363,816,363,813,362,817,363
175,Brighton,MID,Joe,Knight,Knight,,2025-01-31,2005-09-21,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.0,487,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692,266,687,268,668,261,694,268
176,Brighton,MID,Adrian,Mazilu,Mazilu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,737,301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732,297,727,298,710,292,733,298
177,Brighton,MID,Andrew,Moran,Moran,,2021-08-23,2003-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,728,292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723,288,718,289,701,283,724,289
178,Brighton,FWD,Danny,Welbeck,Welbeck,,2020-10-18,1990-11-26,126,18,511,2249,26,13,1,10,28,0,0,2,5,0,0,39,49,24,112,12.36,1.40,13.76,31.68,3.4,140,15,0.0,1.12,1.04,0.4,4.48,0.49,0.06,0.55,1.27,578.8,309.7,803.0,168.2,93,8,139,11,17,9,39,7
179,Brighton,FWD,Evan,Ferguson,Ferguson,,2021-08-23,2004-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,831,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831,92,831,92,830,92,831,92
180,Brighton,FWD,Stefanos,Tzimas,Tzimas,,2025-02-03,2006-01-06,16,0,55,132,1,1,1,0,2,0,0,0,0,0,0,2,10,3,15,0.44,0.11,0.55,2.59,1.8,387,43,0.0,1.36,0.68,0.0,10.23,0.3,0.08,0.38,1.77,66.6,65.7,44.0,17.7,418,49,345,44,354,55,402,51
181,Brighton,FWD,Charalampos,Kostoulas,Kostoulas,,2025-07-01,2007-05-30,35,3,140,351,2,2,1,1,9,0,0,0,2,0,0,5,25,11,41,2.12,0.54,2.66,6.04,1.7,403,45,0.0,2.31,0.51,0.26,10.51,0.54,0.14,0.68,1.55,143.6,126.5,255.0,52.4,353,38,276,32,138,37,294,34
744,Brighton,MID,Nehemiah,Oriola,Oriola,,2025-10-17,2007-06-11,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,1.0,492,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736,300,730,300,714,295,737,301
761,Brighton,DEF,Freddie,Simmonds,Simmonds,,2024-07-01,2008-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,644,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634,243,626,242,596,239,637,243
783,Brighton,MID,Pascal,Groß,Groß,,2026-01-02,1991-06-15,78,10,389,1636,18,1,6,6,17,0,0,0,2,0,0,40,76,29,145,1.39,3.95,5.34,20.36,4.1,51,24,0.0,0.94,0.99,0.33,7.98,0.08,0.22,0.3,1.12,397.2,668.2,220.0,128.5,185,71,31,28,167,92,87,53
795,Brighton,MID,Harry,Howell,Howell,,2025-04-11,2008-04-20,4,0,11,92,1,0,0,0,2,0,0,0,0,0,0,3,3,1,7,0.00,0.03,0.03,1.04,1.3,444,194,0.0,1.96,0.98,0.0,6.85,0.0,0.03,0.03,1.02,10.2,5.1,2.0,1.8,480,212,462,222,465,229,490,220
220,Chelsea,GKP,Robert,Lynch Sánchez,Sánchez,,2023-08-05,1997-11-18,113,7,509,3040,35,0,1,9,49,0,0,0,3,1,98,27,302,2,0,0.00,0.04,0.04,48.64,3.2,164,21,2.9,1.45,1.04,0.27,0.0,0.0,0.0,0.0,1.44,822.2,50.0,0.0,86.7,29,8,367,1,777,88,180,6
221,Chelsea,GKP,Filip,Jörgensen,Jörgensen,,2024-07-30,2002-04-16,9,0,50,378,3,0,0,0,5,0,0,0,0,0,8,3,34,0,0,0.00,0.00,0.00,4.12,1.8,378,36,1.9,1.19,0.71,0.0,0.0,0.0,0.0,0.0,0.98,79.8,0.0,0.0,7.9,407,31,656,86,634,75,448,32
222,Chelsea,GKP,Mike,Penders,Penders,,2024-08-27,2005-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,629,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,86,611,76,581,61,622,86
223,Chelsea,GKP,Gabriel,Słonina,Slonina,,2022-08-02,2004-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,548,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537,43,518,22,486,7,540,43
224,Chelsea,DEF,Marc,Cucurella Saseta,Cucurella,,2022-08-05,1998-07-22,104,5,468,2706,31,1,4,9,39,0,0,0,8,1,0,127,113,55,182,2.34,3.23,5.57,41.45,3.1,186,72,0.0,1.3,1.03,0.3,6.05,0.08,0.11,0.19,1.38,562.8,577.8,309.0,145.1,98,43,41,3,111,15,63,10
225,Chelsea,DEF,Reece,James,James,,2019-05-15,1999-12-08,115,11,493,1957,20,2,6,8,20,0,0,0,4,0,0,80,101,48,128,1.04,3.20,4.24,28.75,4.0,63,23,0.0,0.92,0.92,0.37,5.89,0.05,0.15,0.2,1.32,459.0,483.7,116.0,106.1,149,62,62,10,270,75,134,42
226,Chelsea,DEF,Trevoh,Chalobah,Chalobah,,2018-02-16,1999-07-05,136,7,516,2780,31,3,1,9,40,0,0,0,3,1,0,230,119,35,265,1.44,1.03,2.47,40.83,4.0,60,22,0.0,1.29,1.0,0.29,8.58,0.05,0.03,0.08,1.32,719.2,111.2,160.0,99.1,48,20,289,89,227,58,152,49
227,Chelsea,DEF,Levi,Samuels Colwill,Colwill,,2022-07-01,2003-02-26,8,0,30,225,2,0,0,0,4,0,0,0,0,0,0,22,9,3,25,0.00,0.12,0.12,3.36,2.7,240,94,0.0,1.6,0.8,0.0,10.0,0.0,0.05,0.05,1.34,66.0,7.6,6.0,8.0,419,156,452,163,439,167,446,160
228,Chelsea,DEF,Malo,Gusto,Gusto,,2023-01-28,2003-05-19,96,7,406,2255,26,2,3,7,36,1,0,0,3,1,0,74,123,52,126,1.56,2.97,4.53,37.13,2.8,221,89,0.0,1.44,1.04,0.28,5.03,0.06,0.12,0.18,1.48,443.6,448.5,205.0,109.8,155,64,73,16,179,43,121,34
229,Chelsea,DEF,Benoît,Badiashile Mukinayi,B.Badiashile,,2023-01-05,2001-03-26,7,0,48,470,6,0,0,0,10,0,0,0,2,0,0,41,16,7,48,0.00,0.06,0.06,7.41,0.9,524,176,0.0,1.91,1.15,0.0,9.19,0.0,0.01,0.01,1.42,102.8,7.9,2.0,11.4,388,144,451,162,462,173,430,156
230,Chelsea,DEF,Wesley,Fofana,Fofana,,2022-08-31,2000-12-17,65,3,288,1718,20,0,2,4,25,0,0,0,5,2,0,187,81,19,206,0.72,0.60,1.32,25.81,2.6,259,100,0.0,1.31,1.05,0.21,10.79,0.04,0.03,0.07,1.35,463.6,65.6,74.0,60.4,147,61,346,119,318,101,267,88
231,Chelsea,DEF,Mamadou,Sarr,M.Sarr,Mamadou Sarr,2025-06-09,2005-08-29,3,0,4,100,1,0,0,0,3,0,0,0,0,0,0,7,2,1,8,0.35,0.00,0.35,1.63,1.0,495,175,0.0,2.7,0.9,0.0,7.2,0.32,0.0,0.32,1.47,6.4,0.1,7.0,1.3,491,177,503,179,437,166,503,176
232,Chelsea,DEF,Tosin,Adarabioyo,Tosin,,2024-07-01,1997-09-24,34,2,130,788,8,0,0,2,14,0,0,0,2,0,0,80,22,17,97,0.11,0.40,0.50,13.25,2.1,332,125,0.0,1.6,0.91,0.23,11.08,0.01,0.05,0.06,1.51,240.4,33.3,19.0,29.3,281,111,392,141,408,148,371,127
233,Chelsea,DEF,Josh,Acheampong,Acheampong,,2024-03-10,2006-05-05,39,5,118,657,8,1,0,2,13,0,0,0,1,0,0,33,26,11,44,0.62,0.13,0.75,15.66,2.3,301,115,0.0,1.78,1.1,0.27,6.03,0.08,0.02,0.1,2.15,132.6,40.9,70.0,24.4,366,136,382,137,324,105,384,133
234,Chelsea,DEF,Aarón,Anselmino,Anselmino,,2024-08-08,2005-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.0,648,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638,247,630,246,600,243,641,247
235,Chelsea,MID,Cole,Palmer,Palmer,,2023-09-01,2002-05-06,114,11,430,1954,24,10,2,3,33,0,0,1,5,0,0,27,83,25,135,10.55,2.49,13.04,31.13,4.4,40,18,0.0,1.52,1.11,0.14,6.22,0.49,0.11,0.6,1.43,536.6,393.6,547.0,147.7,114,35,97,68,46,25,59,37
236,Chelsea,MID,Pedro,Lomba Neto,Neto,Pedro Neto,2024-08-11,2000-03-09,125,9,543,2629,30,5,7,11,33,0,0,0,2,1,0,19,84,19,122,4.59,6.84,11.43,37.54,3.7,95,44,0.0,1.13,1.03,0.38,4.18,0.16,0.23,0.39,1.29,523.0,836.2,505.0,186.7,125,40,14,13,53,30,32,25
237,Chelsea,MID,Enzo,Fernández,Enzo,,2023-01-31,2001-01-17,157,19,700,3114,35,10,5,8,46,0,0,0,10,0,0,51,140,53,244,11.26,7.26,18.52,44.89,4.4,38,16,0.0,1.33,1.01,0.23,7.05,0.33,0.21,0.54,1.3,835.6,1063.2,747.0,264.6,25,8,3,3,22,10,3,2
238,Chelsea,MID,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,Estêvão,2025-07-14,2007-04-24,58,4,172,839,12,2,5,4,11,0,0,0,4,0,0,9,36,11,56,2.91,2.14,5.05,10.29,2.6,268,110,0.0,1.18,1.29,0.43,6.01,0.31,0.23,0.54,1.1,183.4,230.9,314.0,72.6,322,142,180,117,106,64,228,111
239,Chelsea,MID,Jamie,Bynoe-Gittens,Gittens,,2025-07-05,2004-08-08,25,0,99,486,5,0,2,1,7,0,0,0,0,0,0,6,15,8,29,0.81,0.94,1.75,8.89,1.6,419,181,0.0,1.3,0.93,0.19,5.37,0.15,0.17,0.32,1.65,93.0,130.4,91.0,31.3,398,174,271,165,299,159,364,172
